ICD-9-CM CODE,CCS LVL 1,'CCS LVL 1 LABEL',CCS LVL 2,'CCS LVL 2 LABEL',CCS LVL 3,'CCS LVL 3 LABEL',CCS LVL 4,'CCS LVL 4 LABEL'
36474,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
36475,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
36476,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
36477,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
3648,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
36481,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
36482,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
36489,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
3649,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37000,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37001,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37002,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37003,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37004,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37005,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37006,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37007,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37060,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37061,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37062,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37063,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37064,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37100,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37101,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37102,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37103,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37104,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37105,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37110,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37111,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37112,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37113,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37114,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37115,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37116,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37120,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37121,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37122,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37123,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37124,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37130,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37131,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37132,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37133,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37140,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37141,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37142,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37143,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37144,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37145,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37146,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37148,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37149,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37150,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37151,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37152,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37153,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37154,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37155,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37156,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37157,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37158,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37160,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37161,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37162,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37170,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37171,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37172,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37173,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37181,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37182,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37189,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
3719,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37234,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37240,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37241,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37242,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37243,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37244,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37245,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37250,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37251,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37252,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37253,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37254,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37255,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37256,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37261,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37262,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37263,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37264,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37271,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37272,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37273,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37274,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37275,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
3728,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37281,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37289,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
3729,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
3732,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37400,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37401,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37402,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37403,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37404,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37405,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37410,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37411,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37412,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37413,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37414,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37420,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37421,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37422,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37423,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37430,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37431,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37432,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37433,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37434,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37441,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37443,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37444,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37445,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37446,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37450,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37451,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37452,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37453,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37454,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37455,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37456,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37481,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37482,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37483,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37484,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37485,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37486,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37487,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37489,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
3749,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37511,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37512,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37513,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37514,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37515,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37516,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37520,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37521,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37522,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37551,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37552,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37553,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37554,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37555,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37556,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37557,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37561,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37569,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37581,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37589,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
3759,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37621,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37622,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37630,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37631,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37632,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37633,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37634,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37635,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37636,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37640,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37641,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37642,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37643,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37644,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37645,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37646,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37647,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37650,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37651,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37652,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
3766,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37681,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37682,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37689,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
3769,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37700,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37701,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37702,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37703,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37704,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37710,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37711,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37712,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37713,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37714,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37715,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37716,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37721,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37722,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37723,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37724,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37741,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37742,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37743,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37749,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37751,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37752,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37753,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37754,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37761,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37762,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37763,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37771,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37772,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37773,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37775,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
3779,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37800,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37801,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37802,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37803,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37804,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37805,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37806,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37807,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37808,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37810,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37811,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37812,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37813,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37814,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37815,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37816,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37817,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37818,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37820,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37821,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37822,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37823,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37824,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37830,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37831,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37832,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37833,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37834,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37835,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37840,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37841,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
37842,6,Diseases of the nervous system and sense organs,6.7,Eye disorders,6.7.6,Other eye disorders [91.],NA,NA
