"icd","ccs","ccsdesc","icd_chp"
"3341",81,"Ot hered CNS","diseases of the nervous system"
"3342",81,"Ot hered CNS","diseases of the nervous system"
"3343",81,"Ot hered CNS","diseases of the nervous system"
"3344",81,"Ot hered CNS","diseases of the nervous system"
"3348",81,"Ot hered CNS","diseases of the nervous system"
"3349",81,"Ot hered CNS","diseases of the nervous system"
"3350",81,"Ot hered CNS","diseases of the nervous system"
"33510",81,"Ot hered CNS","diseases of the nervous system"
"33511",81,"Ot hered CNS","diseases of the nervous system"
"33519",81,"Ot hered CNS","diseases of the nervous system"
"33520",81,"Ot hered CNS","diseases of the nervous system"
"33521",81,"Ot hered CNS","diseases of the nervous system"
"33522",81,"Ot hered CNS","diseases of the nervous system"
"33523",81,"Ot hered CNS","diseases of the nervous system"
"33524",81,"Ot hered CNS","diseases of the nervous system"
"33529",81,"Ot hered CNS","diseases of the nervous system"
"3358",81,"Ot hered CNS","diseases of the nervous system"
"3359",81,"Ot hered CNS","diseases of the nervous system"
"3360",81,"Ot hered CNS","diseases of the nervous system"
"3361",81,"Ot hered CNS","diseases of the nervous system"
"3362",81,"Ot hered CNS","diseases of the nervous system"
"3363",81,"Ot hered CNS","diseases of the nervous system"
"3368",81,"Ot hered CNS","diseases of the nervous system"
"3369",81,"Ot hered CNS","diseases of the nervous system"
"3370",81,"Ot hered CNS","diseases of the nervous system"
"33700",81,"Ot hered CNS","diseases of the nervous system"
"33701",81,"Ot hered CNS","diseases of the nervous system"
"33709",81,"Ot hered CNS","diseases of the nervous system"
"3371",81,"Ot hered CNS","diseases of the nervous system"
"33720",95,"Oth nerv dx","diseases of the nervous system"
"33721",95,"Oth nerv dx","diseases of the nervous system"
"33722",95,"Oth nerv dx","diseases of the nervous system"
"33729",95,"Oth nerv dx","diseases of the nervous system"
"3373",81,"Ot hered CNS","diseases of the nervous system"
"3379",81,"Ot hered CNS","diseases of the nervous system"
"3380",95,"Oth nerv dx","diseases of the nervous system"
"33811",95,"Oth nerv dx","diseases of the nervous system"
"33812",95,"Oth nerv dx","diseases of the nervous system"
"33818",95,"Oth nerv dx","diseases of the nervous system"
"33819",95,"Oth nerv dx","diseases of the nervous system"
"33821",95,"Oth nerv dx","diseases of the nervous system"
"33822",95,"Oth nerv dx","diseases of the nervous system"
"33828",95,"Oth nerv dx","diseases of the nervous system"
"33829",95,"Oth nerv dx","diseases of the nervous system"
"3383",95,"Oth nerv dx","diseases of the nervous system"
"3384",95,"Oth nerv dx","diseases of the nervous system"
"33900",84,"Headache/mig","diseases of the nervous system"
"33901",84,"Headache/mig","diseases of the nervous system"
"33902",84,"Headache/mig","diseases of the nervous system"
"33903",84,"Headache/mig","diseases of the nervous system"
"33904",84,"Headache/mig","diseases of the nervous system"
"33905",84,"Headache/mig","diseases of the nervous system"
"33909",84,"Headache/mig","diseases of the nervous system"
"33910",84,"Headache/mig","diseases of the nervous system"
"33911",84,"Headache/mig","diseases of the nervous system"
"33912",84,"Headache/mig","diseases of the nervous system"
"33920",84,"Headache/mig","diseases of the nervous system"
"33921",84,"Headache/mig","diseases of the nervous system"
"33922",84,"Headache/mig","diseases of the nervous system"
"3393",84,"Headache/mig","diseases of the nervous system"
"33941",84,"Headache/mig","diseases of the nervous system"
"33942",84,"Headache/mig","diseases of the nervous system"
"33943",84,"Headache/mig","diseases of the nervous system"
"33944",84,"Headache/mig","diseases of the nervous system"
"33981",84,"Headache/mig","diseases of the nervous system"
"33982",84,"Headache/mig","diseases of the nervous system"
"33983",84,"Headache/mig","diseases of the nervous system"
"33984",84,"Headache/mig","diseases of the nervous system"
"33985",84,"Headache/mig","diseases of the nervous system"
"33989",84,"Headache/mig","diseases of the nervous system"
"340",80,"MS","diseases of the nervous system"
"3410",95,"Oth nerv dx","diseases of the nervous system"
"3411",95,"Oth nerv dx","diseases of the nervous system"
"34120",77,"Encephalitis","diseases of the nervous system"
"34121",77,"Encephalitis","diseases of the nervous system"
"34122",77,"Encephalitis","diseases of the nervous system"
"3418",95,"Oth nerv dx","diseases of the nervous system"
"3419",95,"Oth nerv dx","diseases of the nervous system"
"3420",82,"Paralysis","diseases of the nervous system"
"34200",82,"Paralysis","diseases of the nervous system"
"34201",82,"Paralysis","diseases of the nervous system"
"34202",82,"Paralysis","diseases of the nervous system"
"3421",82,"Paralysis","diseases of the nervous system"
"34210",82,"Paralysis","diseases of the nervous system"
"34211",82,"Paralysis","diseases of the nervous system"
"34212",82,"Paralysis","diseases of the nervous system"
"34280",82,"Paralysis","diseases of the nervous system"
"34281",82,"Paralysis","diseases of the nervous system"
"34282",82,"Paralysis","diseases of the nervous system"
"3429",82,"Paralysis","diseases of the nervous system"
"34290",82,"Paralysis","diseases of the nervous system"
"34291",82,"Paralysis","diseases of the nervous system"
"34292",82,"Paralysis","diseases of the nervous system"
"3430",82,"Paralysis","diseases of the nervous system"
"3431",82,"Paralysis","diseases of the nervous system"
"3432",82,"Paralysis","diseases of the nervous system"
"3433",82,"Paralysis","diseases of the nervous system"
"3434",82,"Paralysis","diseases of the nervous system"
"3438",82,"Paralysis","diseases of the nervous system"
"3439",82,"Paralysis","diseases of the nervous system"
"3440",82,"Paralysis","diseases of the nervous system"
"34400",82,"Paralysis","diseases of the nervous system"
"34401",82,"Paralysis","diseases of the nervous system"
"34402",82,"Paralysis","diseases of the nervous system"
"34403",82,"Paralysis","diseases of the nervous system"
"34404",82,"Paralysis","diseases of the nervous system"
"34409",82,"Paralysis","diseases of the nervous system"
"3441",82,"Paralysis","diseases of the nervous system"
"3442",82,"Paralysis","diseases of the nervous system"
"3443",82,"Paralysis","diseases of the nervous system"
"34430",82,"Paralysis","diseases of the nervous system"
"34431",82,"Paralysis","diseases of the nervous system"
"34432",82,"Paralysis","diseases of the nervous system"
"3444",82,"Paralysis","diseases of the nervous system"
"34440",82,"Paralysis","diseases of the nervous system"
"34441",82,"Paralysis","diseases of the nervous system"
"34442",82,"Paralysis","diseases of the nervous system"
"3445",82,"Paralysis","diseases of the nervous system"
"34460",82,"Paralysis","diseases of the nervous system"
"34461",95,"Oth nerv dx","diseases of the nervous system"
"3448",82,"Paralysis","diseases of the nervous system"
"34481",82,"Paralysis","diseases of the nervous system"
"34489",82,"Paralysis","diseases of the nervous system"
"3449",82,"Paralysis","diseases of the nervous system"
"3450",83,"Epilepsy/cnv","diseases of the nervous system"
"34500",83,"Epilepsy/cnv","diseases of the nervous system"
"34501",83,"Epilepsy/cnv","diseases of the nervous system"
"3451",83,"Epilepsy/cnv","diseases of the nervous system"
"34510",83,"Epilepsy/cnv","diseases of the nervous system"
"34511",83,"Epilepsy/cnv","diseases of the nervous system"
"3452",83,"Epilepsy/cnv","diseases of the nervous system"
"3453",83,"Epilepsy/cnv","diseases of the nervous system"
"3454",83,"Epilepsy/cnv","diseases of the nervous system"
"34540",83,"Epilepsy/cnv","diseases of the nervous system"
"34541",83,"Epilepsy/cnv","diseases of the nervous system"
"3455",83,"Epilepsy/cnv","diseases of the nervous system"
"34550",83,"Epilepsy/cnv","diseases of the nervous system"
"34551",83,"Epilepsy/cnv","diseases of the nervous system"
"3456",83,"Epilepsy/cnv","diseases of the nervous system"
"34560",83,"Epilepsy/cnv","diseases of the nervous system"
"34561",83,"Epilepsy/cnv","diseases of the nervous system"
"3457",83,"Epilepsy/cnv","diseases of the nervous system"
"34570",83,"Epilepsy/cnv","diseases of the nervous system"
"34571",83,"Epilepsy/cnv","diseases of the nervous system"
"3458",83,"Epilepsy/cnv","diseases of the nervous system"
"34580",83,"Epilepsy/cnv","diseases of the nervous system"
"34581",83,"Epilepsy/cnv","diseases of the nervous system"
"3459",83,"Epilepsy/cnv","diseases of the nervous system"
"34590",83,"Epilepsy/cnv","diseases of the nervous system"
"34591",83,"Epilepsy/cnv","diseases of the nervous system"
"3460",84,"Headache/mig","diseases of the nervous system"
"34600",84,"Headache/mig","diseases of the nervous system"
"34601",84,"Headache/mig","diseases of the nervous system"
"34602",84,"Headache/mig","diseases of the nervous system"
"34603",84,"Headache/mig","diseases of the nervous system"
"3461",84,"Headache/mig","diseases of the nervous system"
"34610",84,"Headache/mig","diseases of the nervous system"
"34611",84,"Headache/mig","diseases of the nervous system"
"34612",84,"Headache/mig","diseases of the nervous system"
"34613",84,"Headache/mig","diseases of the nervous system"
"3462",84,"Headache/mig","diseases of the nervous system"
"34620",84,"Headache/mig","diseases of the nervous system"
"34621",84,"Headache/mig","diseases of the nervous system"
"34622",84,"Headache/mig","diseases of the nervous system"
"34623",84,"Headache/mig","diseases of the nervous system"
"34630",84,"Headache/mig","diseases of the nervous system"
"34631",84,"Headache/mig","diseases of the nervous system"
"34632",84,"Headache/mig","diseases of the nervous system"
"34633",84,"Headache/mig","diseases of the nervous system"
"34640",84,"Headache/mig","diseases of the nervous system"
"34641",84,"Headache/mig","diseases of the nervous system"
"34642",84,"Headache/mig","diseases of the nervous system"
"34643",84,"Headache/mig","diseases of the nervous system"
"34650",84,"Headache/mig","diseases of the nervous system"
"34651",84,"Headache/mig","diseases of the nervous system"
"34652",84,"Headache/mig","diseases of the nervous system"
"34653",84,"Headache/mig","diseases of the nervous system"
"34660",109,"Acute CVD","diseases of the nervous system"
"34661",109,"Acute CVD","diseases of the nervous system"
"34662",109,"Acute CVD","diseases of the nervous system"
"34663",109,"Acute CVD","diseases of the nervous system"
"34670",84,"Headache/mig","diseases of the nervous system"
"34671",84,"Headache/mig","diseases of the nervous system"
"34672",84,"Headache/mig","diseases of the nervous system"
"34673",84,"Headache/mig","diseases of the nervous system"
"3468",84,"Headache/mig","diseases of the nervous system"
"34680",84,"Headache/mig","diseases of the nervous system"
"34681",84,"Headache/mig","diseases of the nervous system"
"34682",84,"Headache/mig","diseases of the nervous system"
"34683",84,"Headache/mig","diseases of the nervous system"
"3469",84,"Headache/mig","diseases of the nervous system"
"34690",84,"Headache/mig","diseases of the nervous system"
"34691",84,"Headache/mig","diseases of the nervous system"
"34692",84,"Headache/mig","diseases of the nervous system"
"34693",84,"Headache/mig","diseases of the nervous system"
"347",95,"Oth nerv dx","diseases of the nervous system"
"34700",95,"Oth nerv dx","diseases of the nervous system"
"34701",95,"Oth nerv dx","diseases of the nervous system"
"34710",95,"Oth nerv dx","diseases of the nervous system"
"34711",95,"Oth nerv dx","diseases of the nervous system"
"3480",95,"Oth nerv dx","diseases of the nervous system"
"3481",85,"Coma/brn dmg","diseases of the nervous system"
"3482",95,"Oth nerv dx","diseases of the nervous system"
"3483",95,"Oth nerv dx","diseases of the nervous system"
"34830",95,"Oth nerv dx","diseases of the nervous system"
"34831",95,"Oth nerv dx","diseases of the nervous system"
"34839",95,"Oth nerv dx","diseases of the nervous system"
"3484",95,"Oth nerv dx","diseases of the nervous system"
"3485",95,"Oth nerv dx","diseases of the nervous system"
"3488",95,"Oth nerv dx","diseases of the nervous system"
"34881",95,"Oth nerv dx","diseases of the nervous system"
"34882",95,"Oth nerv dx","diseases of the nervous system"
"34889",95,"Oth nerv dx","diseases of the nervous system"
"3489",95,"Oth nerv dx","diseases of the nervous system"
"3490",238,"Complic proc","diseases of the nervous system"
"3491",238,"Complic proc","diseases of the nervous system"
"3492",95,"Oth nerv dx","diseases of the nervous system"
"34931",238,"Complic proc","diseases of the nervous system"
"34939",227,"Spin cor inj","diseases of the nervous system"
"34981",95,"Oth nerv dx","diseases of the nervous system"
"34982",95,"Oth nerv dx","diseases of the nervous system"
"34989",95,"Oth nerv dx","diseases of the nervous system"
"3499",95,"Oth nerv dx","diseases of the nervous system"
"3501",95,"Oth nerv dx","diseases of the nervous system"
"3502",95,"Oth nerv dx","diseases of the nervous system"
"3508",95,"Oth nerv dx","diseases of the nervous system"
"3509",95,"Oth nerv dx","diseases of the nervous system"
"3510",95,"Oth nerv dx","diseases of the nervous system"
"3511",95,"Oth nerv dx","diseases of the nervous system"
"3518",95,"Oth nerv dx","diseases of the nervous system"
"3519",95,"Oth nerv dx","diseases of the nervous system"
"3520",95,"Oth nerv dx","diseases of the nervous system"
"3521",95,"Oth nerv dx","diseases of the nervous system"
"3522",95,"Oth nerv dx","diseases of the nervous system"
"3523",95,"Oth nerv dx","diseases of the nervous system"
"3524",95,"Oth nerv dx","diseases of the nervous system"
"3525",95,"Oth nerv dx","diseases of the nervous system"
"3526",95,"Oth nerv dx","diseases of the nervous system"
"3529",95,"Oth nerv dx","diseases of the nervous system"
"3530",95,"Oth nerv dx","diseases of the nervous system"
"3531",95,"Oth nerv dx","diseases of the nervous system"
"3532",95,"Oth nerv dx","diseases of the nervous system"
"3533",95,"Oth nerv dx","diseases of the nervous system"
"3534",95,"Oth nerv dx","diseases of the nervous system"
"3535",95,"Oth nerv dx","diseases of the nervous system"
"3536",95,"Oth nerv dx","diseases of the nervous system"
"3538",95,"Oth nerv dx","diseases of the nervous system"
"3539",95,"Oth nerv dx","diseases of the nervous system"
"3540",95,"Oth nerv dx","diseases of the nervous system"
"3541",95,"Oth nerv dx","diseases of the nervous system"
"3542",95,"Oth nerv dx","diseases of the nervous system"
"3543",95,"Oth nerv dx","diseases of the nervous system"
"3544",95,"Oth nerv dx","diseases of the nervous system"
"3545",95,"Oth nerv dx","diseases of the nervous system"
"3548",95,"Oth nerv dx","diseases of the nervous system"
"3549",95,"Oth nerv dx","diseases of the nervous system"
"3550",95,"Oth nerv dx","diseases of the nervous system"
"3551",95,"Oth nerv dx","diseases of the nervous system"
"3552",95,"Oth nerv dx","diseases of the nervous system"
"3553",95,"Oth nerv dx","diseases of the nervous system"
"3554",95,"Oth nerv dx","diseases of the nervous system"
"3555",95,"Oth nerv dx","diseases of the nervous system"
"3556",95,"Oth nerv dx","diseases of the nervous system"
"3557",95,"Oth nerv dx","diseases of the nervous system"
"35571",95,"Oth nerv dx","diseases of the nervous system"
"35579",95,"Oth nerv dx","diseases of the nervous system"
"3558",95,"Oth nerv dx","diseases of the nervous system"
"3559",95,"Oth nerv dx","diseases of the nervous system"
"3560",95,"Oth nerv dx","diseases of the nervous system"
"3561",95,"Oth nerv dx","diseases of the nervous system"
"3562",95,"Oth nerv dx","diseases of the nervous system"
"3563",95,"Oth nerv dx","diseases of the nervous system"
"3564",95,"Oth nerv dx","diseases of the nervous system"
"3568",95,"Oth nerv dx","diseases of the nervous system"
"3569",95,"Oth nerv dx","diseases of the nervous system"
"3570",95,"Oth nerv dx","diseases of the nervous system"
"3571",95,"Oth nerv dx","diseases of the nervous system"
"3572",95,"Oth nerv dx","diseases of the nervous system"
"3573",95,"Oth nerv dx","diseases of the nervous system"
"3574",95,"Oth nerv dx","diseases of the nervous system"
"3575",660,"Alcohol-related disorders","diseases of the nervous system"
"3576",95,"Oth nerv dx","diseases of the nervous system"
"3577",95,"Oth nerv dx","diseases of the nervous system"
"3578",95,"Oth nerv dx","diseases of the nervous system"
"35781",95,"Oth nerv dx","diseases of the nervous system"
"35782",95,"Oth nerv dx","diseases of the nervous system"
"35789",95,"Oth nerv dx","diseases of the nervous system"
"3579",95,"Oth nerv dx","diseases of the nervous system"
"3580",95,"Oth nerv dx","diseases of the nervous system"
"35800",95,"Oth nerv dx","diseases of the nervous system"
"35801",95,"Oth nerv dx","diseases of the nervous system"
"3581",95,"Oth nerv dx","diseases of the nervous system"
"3582",95,"Oth nerv dx","diseases of the nervous system"
"35830",95,"Oth nerv dx","diseases of the nervous system"
"35831",95,"Oth nerv dx","diseases of the nervous system"
"35839",95,"Oth nerv dx","diseases of the nervous system"
"3588",95,"Oth nerv dx","diseases of the nervous system"
"3589",95,"Oth nerv dx","diseases of the nervous system"
"3590",95,"Oth nerv dx","diseases of the nervous system"
"3591",95,"Oth nerv dx","diseases of the nervous system"
"3592",95,"Oth nerv dx","diseases of the nervous system"
"35921",95,"Oth nerv dx","diseases of the nervous system"
"35922",95,"Oth nerv dx","diseases of the nervous system"
"35923",95,"Oth nerv dx","diseases of the nervous system"
"35924",95,"Oth nerv dx","diseases of the nervous system"
"35929",95,"Oth nerv dx","diseases of the nervous system"
"3593",95,"Oth nerv dx","diseases of the nervous system"
"3594",95,"Oth nerv dx","diseases of the nervous system"
"3595",95,"Oth nerv dx","diseases of the nervous system"
"3596",95,"Oth nerv dx","diseases of the nervous system"
"35971",95,"Oth nerv dx","diseases of the nervous system"
"35979",95,"Oth nerv dx","diseases of the nervous system"
"3598",95,"Oth nerv dx","diseases of the nervous system"
"35981",95,"Oth nerv dx","diseases of the nervous system"
"35989",95,"Oth nerv dx","diseases of the nervous system"
"3599",95,"Oth nerv dx","diseases of the nervous system"
"36000",90,"Eye infectn","diseases of the sense organs"
"36001",90,"Eye infectn","diseases of the sense organs"
"36002",90,"Eye infectn","diseases of the sense organs"
"36003",90,"Eye infectn","diseases of the sense organs"
"36004",90,"Eye infectn","diseases of the sense organs"
"36011",90,"Eye infectn","diseases of the sense organs"
"36012",90,"Eye infectn","diseases of the sense organs"
"36013",90,"Eye infectn","diseases of the sense organs"
"36014",90,"Eye infectn","diseases of the sense organs"
"36019",90,"Eye infectn","diseases of the sense organs"
"36020",91,"Other eye dx","diseases of the sense organs"
"36021",91,"Other eye dx","diseases of the sense organs"
"36023",91,"Other eye dx","diseases of the sense organs"
"36024",91,"Other eye dx","diseases of the sense organs"
"36029",91,"Other eye dx","diseases of the sense organs"
"36030",91,"Other eye dx","diseases of the sense organs"
"36031",91,"Other eye dx","diseases of the sense organs"
"36032",91,"Other eye dx","diseases of the sense organs"
"36033",91,"Other eye dx","diseases of the sense organs"
"36034",91,"Other eye dx","diseases of the sense organs"
"36040",91,"Other eye dx","diseases of the sense organs"
"36041",91,"Other eye dx","diseases of the sense organs"
"36042",91,"Other eye dx","diseases of the sense organs"
"36043",91,"Other eye dx","diseases of the sense organs"
"36044",91,"Other eye dx","diseases of the sense organs"
"36050",91,"Other eye dx","diseases of the sense organs"
"36051",91,"Other eye dx","diseases of the sense organs"
"36052",91,"Other eye dx","diseases of the sense organs"
"36053",91,"Other eye dx","diseases of the sense organs"
"36054",91,"Other eye dx","diseases of the sense organs"
"36055",91,"Other eye dx","diseases of the sense organs"
"36059",91,"Other eye dx","diseases of the sense organs"
"36060",91,"Other eye dx","diseases of the sense organs"
"36061",91,"Other eye dx","diseases of the sense organs"
"36062",91,"Other eye dx","diseases of the sense organs"
"36063",91,"Other eye dx","diseases of the sense organs"
"36064",91,"Other eye dx","diseases of the sense organs"
"36065",91,"Other eye dx","diseases of the sense organs"
"36069",91,"Other eye dx","diseases of the sense organs"
"36081",91,"Other eye dx","diseases of the sense organs"
"36089",91,"Other eye dx","diseases of the sense organs"
"3609",91,"Other eye dx","diseases of the sense organs"
"36100",87,"Retinal dx","diseases of the sense organs"
"36101",87,"Retinal dx","diseases of the sense organs"
"36102",87,"Retinal dx","diseases of the sense organs"
"36103",87,"Retinal dx","diseases of the sense organs"
"36104",87,"Retinal dx","diseases of the sense organs"
"36105",87,"Retinal dx","diseases of the sense organs"
"36106",87,"Retinal dx","diseases of the sense organs"
"36107",87,"Retinal dx","diseases of the sense organs"
"36110",87,"Retinal dx","diseases of the sense organs"
"36111",87,"Retinal dx","diseases of the sense organs"
"36112",87,"Retinal dx","diseases of the sense organs"
"36113",87,"Retinal dx","diseases of the sense organs"
"36114",87,"Retinal dx","diseases of the sense organs"
"36119",87,"Retinal dx","diseases of the sense organs"
"3612",87,"Retinal dx","diseases of the sense organs"
"36130",87,"Retinal dx","diseases of the sense organs"
"36131",87,"Retinal dx","diseases of the sense organs"
"36132",87,"Retinal dx","diseases of the sense organs"
"36133",87,"Retinal dx","diseases of the sense organs"
"36181",87,"Retinal dx","diseases of the sense organs"
"36189",87,"Retinal dx","diseases of the sense organs"
"3619",87,"Retinal dx","diseases of the sense organs"
"36201",87,"Retinal dx","diseases of the sense organs"
"36202",87,"Retinal dx","diseases of the sense organs"
"36203",87,"Retinal dx","diseases of the sense organs"
"36204",87,"Retinal dx","diseases of the sense organs"
"36205",87,"Retinal dx","diseases of the sense organs"
"36206",87,"Retinal dx","diseases of the sense organs"
"36207",87,"Retinal dx","diseases of the sense organs"
"36210",87,"Retinal dx","diseases of the sense organs"
"36211",87,"Retinal dx","diseases of the sense organs"
"36212",87,"Retinal dx","diseases of the sense organs"
"36213",87,"Retinal dx","diseases of the sense organs"
"36214",87,"Retinal dx","diseases of the sense organs"
"36215",87,"Retinal dx","diseases of the sense organs"
"36216",87,"Retinal dx","diseases of the sense organs"
"36217",87,"Retinal dx","diseases of the sense organs"
"36218",87,"Retinal dx","diseases of the sense organs"
"36220",87,"Retinal dx","diseases of the sense organs"
"36221",87,"Retinal dx","diseases of the sense organs"
"36222",87,"Retinal dx","diseases of the sense organs"
"36223",87,"Retinal dx","diseases of the sense organs"
"36224",87,"Retinal dx","diseases of the sense organs"
"36225",87,"Retinal dx","diseases of the sense organs"
"36226",87,"Retinal dx","diseases of the sense organs"
"36227",87,"Retinal dx","diseases of the sense organs"
"36229",87,"Retinal dx","diseases of the sense organs"
"36230",87,"Retinal dx","diseases of the sense organs"
"36231",87,"Retinal dx","diseases of the sense organs"
"36232",87,"Retinal dx","diseases of the sense organs"
"36233",87,"Retinal dx","diseases of the sense organs"
"36234",87,"Retinal dx","diseases of the sense organs"
"36235",87,"Retinal dx","diseases of the sense organs"
"36236",87,"Retinal dx","diseases of the sense organs"
"36237",87,"Retinal dx","diseases of the sense organs"
"36240",87,"Retinal dx","diseases of the sense organs"
"36241",87,"Retinal dx","diseases of the sense organs"
"36242",87,"Retinal dx","diseases of the sense organs"
"36243",87,"Retinal dx","diseases of the sense organs"
"36250",87,"Retinal dx","diseases of the sense organs"
"36251",87,"Retinal dx","diseases of the sense organs"
"36252",87,"Retinal dx","diseases of the sense organs"
"36253",87,"Retinal dx","diseases of the sense organs"
"36254",87,"Retinal dx","diseases of the sense organs"
"36255",87,"Retinal dx","diseases of the sense organs"
"36256",87,"Retinal dx","diseases of the sense organs"
"36257",87,"Retinal dx","diseases of the sense organs"
"36260",87,"Retinal dx","diseases of the sense organs"
"36261",87,"Retinal dx","diseases of the sense organs"
"36262",87,"Retinal dx","diseases of the sense organs"
"36263",87,"Retinal dx","diseases of the sense organs"
"36264",87,"Retinal dx","diseases of the sense organs"
"36265",87,"Retinal dx","diseases of the sense organs"
"36266",87,"Retinal dx","diseases of the sense organs"
"36270",87,"Retinal dx","diseases of the sense organs"
"36271",87,"Retinal dx","diseases of the sense organs"
"36272",87,"Retinal dx","diseases of the sense organs"
"36273",87,"Retinal dx","diseases of the sense organs"
"36274",87,"Retinal dx","diseases of the sense organs"
"36275",87,"Retinal dx","diseases of the sense organs"
"36276",87,"Retinal dx","diseases of the sense organs"
"36277",87,"Retinal dx","diseases of the sense organs"
"36281",87,"Retinal dx","diseases of the sense organs"
"36282",87,"Retinal dx","diseases of the sense organs"
"36283",87,"Retinal dx","diseases of the sense organs"
"36284",87,"Retinal dx","diseases of the sense organs"
"36285",87,"Retinal dx","diseases of the sense organs"
"36289",87,"Retinal dx","diseases of the sense organs"
"3629",87,"Retinal dx","diseases of the sense organs"
"36300",90,"Eye infectn","diseases of the sense organs"
"36301",90,"Eye infectn","diseases of the sense organs"
"36303",90,"Eye infectn","diseases of the sense organs"
"36304",90,"Eye infectn","diseases of the sense organs"
"36305",90,"Eye infectn","diseases of the sense organs"
"36306",90,"Eye infectn","diseases of the sense organs"
"36307",90,"Eye infectn","diseases of the sense organs"
"36308",90,"Eye infectn","diseases of the sense organs"
"36310",90,"Eye infectn","diseases of the sense organs"
"36311",90,"Eye infectn","diseases of the sense organs"
"36312",90,"Eye infectn","diseases of the sense organs"
"36313",90,"Eye infectn","diseases of the sense organs"
"36314",90,"Eye infectn","diseases of the sense organs"
"36315",90,"Eye infectn","diseases of the sense organs"
"36320",90,"Eye infectn","diseases of the sense organs"
"36321",90,"Eye infectn","diseases of the sense organs"
"36322",90,"Eye infectn","diseases of the sense organs"
"36330",91,"Other eye dx","diseases of the sense organs"
"36331",91,"Other eye dx","diseases of the sense organs"
"36332",91,"Other eye dx","diseases of the sense organs"
"36333",91,"Other eye dx","diseases of the sense organs"
"36334",91,"Other eye dx","diseases of the sense organs"
"36335",91,"Other eye dx","diseases of the sense organs"
"36340",91,"Other eye dx","diseases of the sense organs"
"36341",91,"Other eye dx","diseases of the sense organs"
"36342",91,"Other eye dx","diseases of the sense organs"
"36343",91,"Other eye dx","diseases of the sense organs"
"36350",91,"Other eye dx","diseases of the sense organs"
"36351",91,"Other eye dx","diseases of the sense organs"
"36352",91,"Other eye dx","diseases of the sense organs"
"36353",91,"Other eye dx","diseases of the sense organs"
"36354",91,"Other eye dx","diseases of the sense organs"
"36355",91,"Other eye dx","diseases of the sense organs"
"36356",91,"Other eye dx","diseases of the sense organs"
"36357",91,"Other eye dx","diseases of the sense organs"
"36361",91,"Other eye dx","diseases of the sense organs"
"36362",91,"Other eye dx","diseases of the sense organs"
"36363",91,"Other eye dx","diseases of the sense organs"
"36370",91,"Other eye dx","diseases of the sense organs"
"36371",91,"Other eye dx","diseases of the sense organs"
"36372",91,"Other eye dx","diseases of the sense organs"
"3638",91,"Other eye dx","diseases of the sense organs"
"3639",91,"Other eye dx","diseases of the sense organs"
"36400",90,"Eye infectn","diseases of the sense organs"
"36401",90,"Eye infectn","diseases of the sense organs"
"36402",90,"Eye infectn","diseases of the sense organs"
"36403",90,"Eye infectn","diseases of the sense organs"
"36404",90,"Eye infectn","diseases of the sense organs"
"36405",90,"Eye infectn","diseases of the sense organs"
"36410",90,"Eye infectn","diseases of the sense organs"
"36411",90,"Eye infectn","diseases of the sense organs"
"36421",90,"Eye infectn","diseases of the sense organs"
"36422",90,"Eye infectn","diseases of the sense organs"
"36423",90,"Eye infectn","diseases of the sense organs"
"36424",90,"Eye infectn","diseases of the sense organs"
"3643",90,"Eye infectn","diseases of the sense organs"
"36441",91,"Other eye dx","diseases of the sense organs"
"36442",91,"Other eye dx","diseases of the sense organs"
"36451",91,"Other eye dx","diseases of the sense organs"
"36452",91,"Other eye dx","diseases of the sense organs"
"36453",91,"Other eye dx","diseases of the sense organs"
"36454",91,"Other eye dx","diseases of the sense organs"
"36455",91,"Other eye dx","diseases of the sense organs"
"36456",91,"Other eye dx","diseases of the sense organs"
"36457",91,"Other eye dx","diseases of the sense organs"
"36459",91,"Other eye dx","diseases of the sense organs"
"36460",91,"Other eye dx","diseases of the sense organs"
"36461",91,"Other eye dx","diseases of the sense organs"
"36462",91,"Other eye dx","diseases of the sense organs"
"36463",91,"Other eye dx","diseases of the sense organs"
"36464",91,"Other eye dx","diseases of the sense organs"
"36470",91,"Other eye dx","diseases of the sense organs"
"36471",91,"Other eye dx","diseases of the sense organs"
"36472",91,"Other eye dx","diseases of the sense organs"
"36473",91,"Other eye dx","diseases of the sense organs"
"36474",91,"Other eye dx","diseases of the sense organs"
"36475",91,"Other eye dx","diseases of the sense organs"
"36476",91,"Other eye dx","diseases of the sense organs"
"36477",91,"Other eye dx","diseases of the sense organs"
"3648",91,"Other eye dx","diseases of the sense organs"
"36481",91,"Other eye dx","diseases of the sense organs"
"36482",91,"Other eye dx","diseases of the sense organs"
"36489",91,"Other eye dx","diseases of the sense organs"
"3649",91,"Other eye dx","diseases of the sense organs"
"36500",88,"Glaucoma","diseases of the sense organs"
"36501",88,"Glaucoma","diseases of the sense organs"
"36502",88,"Glaucoma","diseases of the sense organs"
"36503",88,"Glaucoma","diseases of the sense organs"
"36504",88,"Glaucoma","diseases of the sense organs"
"36505",88,"Glaucoma","diseases of the sense organs"
"36506",88,"Glaucoma","diseases of the sense organs"
"36510",88,"Glaucoma","diseases of the sense organs"
"36511",88,"Glaucoma","diseases of the sense organs"
"36512",88,"Glaucoma","diseases of the sense organs"
"36513",88,"Glaucoma","diseases of the sense organs"
"36514",88,"Glaucoma","diseases of the sense organs"
